Partner_Group,Site_ID,Site_Name,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Species_Functional_Type,Species_Category,USDA_PLANTS_Symbol,ITIS_Number,Phenophase_ID,Phenophase_Category,Phenophase_Description,First_Yes_Sample_Size,Mean_First_Yes_Year,Mean_First_Yes_DOY,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,SD_First_Yes_In_Days,Min_First_Yes_DOY,Max_First_Yes_DOY,Median_First_Yes_DOY,Mean_NumDays_Since_Prior_No,SE_NumDays_Since_Prior_No,SD_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Mean_Last_Yes_Year,Mean_Last_Yes_DOY,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,SD_Last_Yes_in_Days,Min_Last_Yes_DOY,Max_Last_Yes_DOY,Median_Last_Yes_DOY,Mean_NumDays_Until_Next_No,SE_NumDays_Until_Next_No,SD_NumDays_Until_Next_No,Num_Individuals_with_Multiple_FirstY,Multiple_FirstY_Individual_IDs,Observed_Status_Conflict_Flag,Observed_Status_Conflict_Flag_Individual_IDs,Mean_AGDD,SE_AGDD,Mean_AGDD_in_F,SE_AGDD_in_F,Tmax_Winter,Tmax_Spring,Tmax_Summer,Tmax_Fall,Tmin_Winter,Tmin_Spring,Tmin_Summer,Tmin_Fall,Prcp_Winter,Prcp_Spring,Prcp_Summer,Prcp_Fall,Mean_Accum_Prcp,SE_Accum_Prcp,Mean_Daylength,SE_Daylength
-9999,10143,yard,39.579479,-105.124023,1769,CO,1048,Ulmus,americana,American elm,Plantae,Deciduous broadleaf,"Ornamental,Allergen",ULAM,19049,498,Leaves,Colored leaves,1,2013,307,2456600,-9999,-9999,307,307,307,2,-9999,-9999,1,2013,312,2456605,-9999,-9999,312,312,312,7,-9999,-9999,0,'',-9999,'',3555.25,-9999,6399.45,-9999,7.09,14.54,29.23,19.17,-8.64,-0.74,12.95,2.44,81,183,135,109,516,-9999,36634,-9999
-9999,10838,Perry Pines Field Station,39.322281,-104.950615,1952,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,371,Leaves,Breaking leaf buds,1,2013,117,2456410,-9999,-9999,117,117,117,1,-9999,-9999,1,2013,143,2456436,-9999,-9999,143,143,143,26,-9999,-9999,0,'',-9999,'',328.75,-9999,591.75,-9999,6.56,14.32,28.71,18.96,-9.48,-1.65,11.88,1.69,73,120,117,74,113,-9999,48730,-9999
-9999,10838,Perry Pines Field Station,39.322281,-104.950615,1952,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,467,Leaves,Increasing leaf size,1,2013,139,2456432,-9999,-9999,139,139,139,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',571.75,-9999,1029.15,-9999,6.56,14.32,28.71,18.96,-9.48,-1.65,11.88,1.69,73,120,117,74,163,-9999,51494,-9999
-9999,10838,Perry Pines Field Station,39.322281,-104.950615,1952,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,483,Leaves,Leaves,1,2013,139,2456432,-9999,-9999,139,139,139,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',571.75,-9999,1029.15,-9999,6.56,14.32,28.71,18.96,-9.48,-1.65,11.88,1.69,73,120,117,74,163,-9999,51494,-9999
-9999,11092,Yard,40.090519,-104.798615,1498,CO,27,Populus,tremuloides,quaking aspen,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",POTR5,195773,467,Leaves,Increasing leaf size,1,2013,135,2456428,-9999,-9999,135,135,135,3,-9999,-9999,1,2013,131,2456424,-9999,-9999,131,131,131,1,-9999,-9999,1,'44783',-9999,'',628.5,-9999,1131.3,-9999,7.29,16.05,31.69,19.65,-8.62,0.5,14.09,3.21,36,125,54,137,138,-9999,51149,-9999
-9999,12273,Cherry Creek Trail-S. Elmira St. to Highline Canal Trail,39.663441,-104.87542,1662,CO,75,Fraxinus,pennsylvanica,green ash,Plantae,Deciduous broadleaf,"Ornamental,Allergen",FRPE,32929,471,Leaves,Falling leaves,1,2013,279,2456572,-9999,-9999,279,279,279,10,-9999,-9999,1,2013,306,2456599,-9999,-9999,306,306,306,15,-9999,-9999,0,'',-9999,'',3621.25,-9999,6518.25,-9999,7.84,15.86,30.92,20.14,-8.12,0.36,14.25,3.08,55,137,142,104,593,-9999,40781,-9999
-9999,12273,Cherry Creek Trail-S. Elmira St. to Highline Canal Trail,39.663441,-104.87542,1662,CO,75,Fraxinus,pennsylvanica,green ash,Plantae,Deciduous broadleaf,"Ornamental,Allergen",FRPE,32929,483,Leaves,Leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013,306,2456599,-9999,-9999,306,306,306,15,-9999,-9999,0,'',-9999,'',-9999,-9999,-9999,-9999,7.84,15.86,30.92,20.14,-8.12,0.36,14.25,3.08,55,137,142,104,-9999,-9999,-9999,-9999
-9999,12273,Cherry Creek Trail-S. Elmira St. to Highline Canal Trail,39.663441,-104.87542,1662,CO,75,Fraxinus,pennsylvanica,green ash,Plantae,Deciduous broadleaf,"Ornamental,Allergen",FRPE,32929,498,Leaves,Colored leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013,306,2456599,-9999,-9999,306,306,306,15,-9999,-9999,0,'',-9999,'',-9999,-9999,-9999,-9999,7.84,15.86,30.92,20.14,-8.12,0.36,14.25,3.08,55,137,142,104,-9999,-9999,-9999,-9999
-9999,12284,Chapel,37.274593,-107.872101,2085,CO,83,Malus,pumila,paradise apple,Plantae,Deciduous broadleaf,"Crop,Calibration",MAPU,25262,471,Leaves,Falling leaves,1,2013,280,2456573,-9999,-9999,280,280,280,7,-9999,-9999,1,2013,266,2456559,-9999,-9999,266,266,266,7,-9999,-9999,1,'51347',-9999,'',3170.75,-9999,5707.35,-9999,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,398,-9999,40781,-9999
-9999,12284,Chapel,37.274593,-107.872101,2085,CO,83,Malus,pumila,paradise apple,Plantae,Deciduous broadleaf,"Crop,Calibration",MAPU,25262,498,Leaves,Colored leaves,3,2013,275,2456568,2.33333333333,4.04145188433,273,280,273,7,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',3122.75,24,5620.95,43.2,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,398,0,41472.3333333,345.666666667
-9999,12285,FLC Chapel,37.27528,-107.880066,1989,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,371,Leaves,Breaking leaf buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013,266,2456559,-9999,-9999,266,266,266,7,-9999,-9999,0,'',-9999,'',-9999,-9999,-9999,-9999,3.07,16.79,30.04,20.61,-11.31,-0.84,11.35,1.74,124,45,108,36,-9999,-9999,-9999,-9999
-9999,12285,FLC Chapel,37.27528,-107.880066,1989,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,471,Leaves,Falling leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,2013,294,2456587,0,0,294,294,294,7,0,0,0,'',-9999,'',-9999,-9999,-9999,-9999,3.07,16.79,30.04,20.61,-11.31,-0.84,11.35,1.74,124,45,108,36,-9999,-9999,-9999,-9999
-9999,12285,FLC Chapel,37.27528,-107.880066,1989,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,483,Leaves,Leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,2013,294,2456587,0,0,294,294,294,7,0,0,0,'',-9999,'',-9999,-9999,-9999,-9999,3.07,16.79,30.04,20.61,-11.31,-0.84,11.35,1.74,124,45,108,36,-9999,-9999,-9999,-9999
-9999,12285,FLC Chapel,37.27528,-107.880066,1989,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,498,Leaves,Colored leaves,5,2013,273,2456566,0,0,273,273,273,7,0,0,5,2013,294,2456587,0,0,294,294,294,7,0,0,0,'',-9999,'',3157.5,0,5683.5,0,3.07,16.79,30.04,20.61,-11.31,-0.84,11.35,1.74,124,45,108,36,384,0,41818,0
-9999,12393,Campus #3,37.273815,-107.871162,2089,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,471,Leaves,Falling leaves,5,2013,296,2456589,1.2,2.683281573,291,297,297,6.2,0.2,0.4472135955,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',3284.7,9.3,5912.46,16.74,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,427,0,38569.2,207.2
-9999,12393,Campus #3,37.273815,-107.871162,2089,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,498,Leaves,Colored leaves,5,2013,278,2456571,1.6,3.577708764,276,284,276,4,1,2.2360679775,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',3151.3,13.55,5672.34,24.39,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,403.8,5.8,41195.6,276.4
-9999,12394,Site 7,37.273815,-107.871162,2089,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,471,Leaves,Falling leaves,5,2013,277,2456570,0,0,277,277,277,8,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',3145.25,0,5661.45,0,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,398,0,41126,0
-9999,12394,Site 7,37.273815,-107.871162,2089,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,483,Leaves,Leaves,1,2013,308,2456601,-9999,-9999,308,308,308,5,-9999,-9999,5,2013,305,2456598,1.43527000944,3.20936130718,301,308,303,4,0.547722557505,1.22474487139,1,'51844',-9999,'',3359.25,-9999,6046.65,-9999,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,435,-9999,36979,-9999
-9999,12394,Site 7,37.273815,-107.871162,2089,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,498,Leaves,Colored leaves,5,2013,277,2456570,0,0,277,277,277,8,0,0,3,2013,304,2456597,2.08166599947,3.60555127546,301,308,303,3.66666666667,0.881917103688,1.52752523165,0,'',-9999,'',3145.25,0,5661.45,0,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,398,0,41126,0
-9999,12395,Fort Lewis College campus,37.276783,-107.873512,2073,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,471,Leaves,Falling leaves,5,2013,278,2456571,2.80356915378,6.26897120746,272,287,274,3.2,0.583095189485,1.30384048104,5,2013,277,2456570,1.16619037897,2.60768096208,274,281,276,3.8,0.734846922835,1.64316767252,4,"'51842,51843,51845,51846'",-9999,'',3144.2,26.2463568901,5659.56,47.2434424021,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,403.8,5.8,41195.8,414.8
-9999,12395,Fort Lewis College campus,37.276783,-107.873512,2073,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,483,Leaves,Leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013,309,2456602,-9999,-9999,309,309,309,3,-9999,-9999,0,'',-9999,'',-9999,-9999,-9999,-9999,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,-9999,-9999,-9999,-9999
-9999,12395,Fort Lewis College campus,37.276783,-107.873512,2073,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,498,Leaves,Colored leaves,5,2013,274,2456567,0.632455532034,1.41421356237,272,276,274,2.2,0.2,0.4472135955,2,2013,307,2456600,2,2.82842712475,305,309,307,3.5,0.5,0.707106781187,0,'',-9999,'',3112.3,8.14378597459,5602.14,14.6588147543,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,398,0,41748.8,69.2
-9999,12398,Fort Lewis College Site 10,37.27652,-107.862427,2085,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,471,Leaves,Falling leaves,4,2013,283,2456576,1.75,3.5,281,288,281,4,0,0,4,2013,304,2456597,0.5,1,302,304,304,4.25,0.75,1.5,0,'',-9999,'',3091.1875,11.9375,5564.1375,21.4875,2.5,15.69,28.67,19.43,-11.37,-1.02,11.05,1.65,122,46,132,37,427.25,7.25,40521.75,259.25
-9999,12398,Fort Lewis College Site 10,37.27652,-107.862427,2085,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,483,Leaves,Leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,2013,304,2456597,0.4,0.894427191,302,304,304,4.4,0.6,1.3416407865,0,'',-9999,'',-9999,-9999,-9999,-9999,2.5,15.69,28.67,19.43,-11.37,-1.02,11.05,1.65,122,46,132,37,-9999,-9999,-9999,-9999
-9999,12398,Fort Lewis College Site 10,37.27652,-107.862427,2085,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,498,Leaves,Colored leaves,5,2013,280,2456573,0.8,1.788854382,277,281,281,3.8,0.2,0.4472135955,4,2013,304,2456597,0,0,304,304,304,5,0,0,0,'',-9999,'',3072.15,7.1,5529.87,12.78,2.5,15.69,28.67,19.43,-11.37,-1.02,11.05,1.65,122,46,132,37,420,0,40850,69
-9999,12400,site 9 hamish,37.27494,-107.86322,2076,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,471,Leaves,Falling leaves,5,2013,288,2456581,0.4,0.894427191,288,290,288,4.4,0.6,1.3416407865,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',3128.7,1.7,5631.66,3.06,2.5,15.69,28.67,19.43,-11.37,-1.02,11.05,1.65,122,46,132,37,449,0,39674.8,69.2
-9999,12400,site 9 hamish,37.27494,-107.86322,2076,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,498,Leaves,Colored leaves,4,2013,280,2456573,1.25,2.5,276,281,281,4.25,0.75,1.5,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',3068.625,10.625,5523.525,19.125,2.5,15.69,28.67,19.43,-11.37,-1.02,11.05,1.65,122,46,132,37,420,0,40953.75,172.75
-9999,12402,Fort Lewis College,37.273815,-107.871162,2089,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,471,Leaves,Falling leaves,5,2013,278,2456571,1.95959179423,4.38178046004,273,281,273,4.6,0.244948974278,0.547722557505,5,2013,289,2456582,6.85857127979,15.3362316101,273,305,273,3.4,0.244948974278,0.547722557505,2,"'51866,51870'",-9999,'',3148.7,20.3920021087,5667.66,36.7056037956,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,398,0,41195.8,254.012086327
-9999,12402,Fort Lewis College,37.273815,-107.871162,2089,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,483,Leaves,Leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013,298,2456591,-9999,-9999,298,298,298,4,-9999,-9999,0,'',-9999,'',-9999,-9999,-9999,-9999,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,-9999,-9999,-9999,-9999
-9999,12402,Fort Lewis College,37.273815,-107.871162,2089,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,498,Leaves,Colored leaves,3,2013,292,2456585,5.66666666667,9.81495457622,281,298,298,3.66666666667,0.666666666667,1.15470053838,5,2013,296,2456589,3.1874754901,7.12741187248,288,302,288,3.2,0.2,0.4472135955,3,"'51873,51874,51875'",-9999,'',3263.66666667,40.8333333333,5874.6,73.5,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,417.333333333,9.66666666667,39168.3333333,806.333333333
-9999,12403,SS,37.273243,-107.870201,2085,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,471,Leaves,Falling leaves,5,2013,297,2456590,0,0,297,297,297,3,0,0,5,2013,304,2456597,0,0,304,304,304,4,0,0,0,'',-9999,'',3294,0,5929.2,0,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,427,0,38362,0
-9999,12403,SS,37.273243,-107.870201,2085,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,483,Leaves,Leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,2013,304,2456597,0,0,304,304,304,4,0,0,0,'',-9999,'',-9999,-9999,-9999,-9999,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,-9999,-9999,-9999,-9999
-9999,12403,SS,37.273243,-107.870201,2085,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,498,Leaves,Colored leaves,3,2013,276,2456569,0,0,276,276,276,7,0,0,5,2013,304,2456597,0,0,304,304,304,4,0,0,0,'',-9999,'',3137.75,0,5647.95,0,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,398,0,41472,0
-9999,16167,flc,37.273815,-107.871162,2090,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,471,Leaves,Falling leaves,3,2013,285,2456578,4.16333199893,7.21110255093,279,293,283,4.33333333333,0.881917103688,1.52752523165,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',3207,28.7948924869,5772.6,51.8308064765,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,408.333333333,9.35117342607,40089.6666667,527.869091516
-9999,16167,flc,37.273815,-107.871162,2090,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,483,Leaves,Leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013,299,2456592,-9999,-9999,299,299,299,6,-9999,-9999,0,'',-9999,'',-9999,-9999,-9999,-9999,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,-9999,-9999,-9999,-9999
-9999,16167,flc,37.273815,-107.871162,2090,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,498,Leaves,Colored leaves,3,2013,281,2456574,4.16333199893,7.21110255093,273,287,283,4,0,0,5,2013,299,2456592,0,0,299,299,299,6,0,0,0,'',-9999,'',3175.91666667,39.3343926411,5716.65,70.801906754,2.88,16.41,29.57,20.18,-11.34,-0.91,11.2,1.69,123,46,116,37,408.333333333,9.35117342607,40665.6666667,609.719698805
-9999,16170,fort lewis college,37.27528,-107.880066,1989,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,371,Leaves,Breaking leaf buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013,284,2456577,-9999,-9999,284,284,284,4,-9999,-9999,0,'',-9999,'',-9999,-9999,-9999,-9999,3.07,16.79,30.04,20.61,-11.31,-0.84,11.35,1.74,124,45,108,36,-9999,-9999,-9999,-9999
-9999,16170,fort lewis college,37.27528,-107.880066,1989,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,471,Leaves,Falling leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013,301,2456594,-9999,-9999,301,301,301,16,-9999,-9999,0,'',-9999,'',-9999,-9999,-9999,-9999,3.07,16.79,30.04,20.61,-11.31,-0.84,11.35,1.74,124,45,108,36,-9999,-9999,-9999,-9999
-9999,16170,fort lewis college,37.27528,-107.880066,1989,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,483,Leaves,Leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3,2013,301,2456594,0,0,301,301,301,16,0,0,0,'',-9999,'',-9999,-9999,-9999,-9999,3.07,16.79,30.04,20.61,-11.31,-0.84,11.35,1.74,124,45,108,36,-9999,-9999,-9999,-9999
-9999,16170,fort lewis college,37.27528,-107.880066,1989,CO,988,Quercus,gambelii,Gambel oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",QUGA,19337,498,Leaves,Colored leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,2013,300,2456593,0.8,1.788854382,297,301,301,13.6,2.4,5.366563146,0,'',-9999,'',-9999,-9999,-9999,-9999,3.07,16.79,30.04,20.61,-11.31,-0.84,11.35,1.74,124,45,108,36,-9999,-9999,-9999,-9999
-9999,63,PPN_58690,40.965267,-105.218773,2136,CO,35,Syringa,chinensis,Red Rothomagensis lilac,Plantae,Deciduous broadleaf,"Ornamental,Cloned",SYCH3,-9999,373,Leaves,Breaking leaf buds (lilac/honeysuckle),1,2014,108,2456766,-9999,-9999,108,108,108,2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',183.75,-9999,330.75,-9999,2.21,12.04,24.04,13.31,-10.02,-1.53,8.87,0.64,72,161,250,334,102,-9999,47693,-9999
-9999,63,PPN_58690,40.965267,-105.218773,2136,CO,35,Syringa,chinensis,Red Rothomagensis lilac,Plantae,Deciduous broadleaf,"Ornamental,Cloned",SYCH3,-9999,374,Leaves,All leaf buds broken (lilac/honeysuckle),1,2014,120,2456778,-9999,-9999,120,120,120,4,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',262.75,-9999,472.95,-9999,2.21,12.04,24.04,13.31,-10.02,-1.53,8.87,0.64,72,161,250,334,110,-9999,49421,-9999
-9999,63,PPN_58690,40.965267,-105.218773,2136,CO,36,Syringa,vulgaris,common lilac,Plantae,Deciduous broadleaf,"Ornamental,Calibration",SYVU,32996,373,Leaves,Breaking leaf buds (lilac/honeysuckle),1,2014,102,2456760,-9999,-9999,102,102,102,4,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',165.5,-9999,297.9,-9999,2.21,12.04,24.04,13.31,-10.02,-1.53,8.87,0.64,72,161,250,334,83,-9999,46656,-9999
-9999,63,PPN_58690,40.965267,-105.218773,2136,CO,36,Syringa,vulgaris,common lilac,Plantae,Deciduous broadleaf,"Ornamental,Calibration",SYVU,32996,374,Leaves,All leaf buds broken (lilac/honeysuckle),1,2014,116,2456774,-9999,-9999,116,116,116,4,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',253.75,-9999,456.75,-9999,2.21,12.04,24.04,13.31,-10.02,-1.53,8.87,0.64,72,161,250,334,102,-9999,48730,-9999
-9999,261,PPN_9050005,39.098499,-104.834297,2191,CO,36,Syringa,vulgaris,common lilac,Plantae,Deciduous broadleaf,"Ornamental,Calibration",SYVU,32996,373,Leaves,Breaking leaf buds (lilac/honeysuckle),6,2014,124,2456782,0,0,124,124,124,1,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',415,0,747,0,5.41,14.46,25.65,15.69,-10.42,-1,9.78,0.78,55,156,224,155,126,0,49421,0
-9999,261,PPN_9050005,39.098499,-104.834297,2191,CO,36,Syringa,vulgaris,common lilac,Plantae,Deciduous broadleaf,"Ornamental,Calibration",SYVU,32996,374,Leaves,All leaf buds broken (lilac/honeysuckle),6,2014,124,2456782,0,0,124,124,124,1,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',415,0,747,0,5.41,14.46,25.65,15.69,-10.42,-1,9.78,0.78,55,156,224,155,126,0,49421,0
-9999,310,PPN_9050075,38.983101,-104.690399,2210,CO,17,Fragaria,virginiana,Virginia strawberry,Plantae,Forb,Calibration,FRVI,24639,482,Leaves,Initial growth (forbs),1,2014,110,2456768,-9999,-9999,110,110,110,6,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',273.25,-9999,491.85,-9999,5.24,14.49,25.73,15.68,-10.79,-1.38,9.66,0.73,47,115,244,175,88,-9999,47693,-9999
-9999,310,PPN_9050075,38.983101,-104.690399,2210,CO,17,Fragaria,virginiana,Virginia strawberry,Plantae,Forb,Calibration,FRVI,24639,488,Leaves,Leaves (forbs),1,2014,110,2456768,-9999,-9999,110,110,110,6,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',273.25,-9999,491.85,-9999,5.24,14.49,25.73,15.68,-10.79,-1.38,9.66,0.73,47,115,244,175,88,-9999,47693,-9999
-9999,310,PPN_9050075,38.983101,-104.690399,2210,CO,126,Purshia,tridentata,antelope bitterbrush,Plantae,Drought deciduous broadleaf,-9999,PUTR2,25290,483,Leaves,Leaves,1,2014,132,2456790,-9999,-9999,132,132,132,22,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,'',463.5,-9999,834.3,-9999,5.24,14.49,25.73,15.68,-10.79,-1.38,9.66,0.73,47,115,244,175,110,-9999,50458,-9999
